"","X1B.Season","X1B.Name","X1B.Team.x","X1B.G","X1B.AB","X1B.PA","X1B.H","X1B.B1","X1B.B2","X1B.B3","X1B.HR","X1B.R","X1B.RBI","X1B.BB","X1B.IBB","X1B.SO","X1B.HBP","X1B.SF","X1B.SH","X1B.GDP","X1B.SB","X1B.CS","X1B.AVG","X1B.BB_perc","X1B.K_perc","X1B.ISO","X1B.BABIP","X1B.OBP","X1B.SLG","X1B.wOBA","X1B.wRC.","X1B.BsR","X1B.Off","X1B.WAR","X1B.Team.y","X1B.Position","X1B.score","X1B.perPA","X1B.perAB"
"57",2023,"Donovan Solano","MIN",134,394,450,111,79,26,1,5,43,38,40,1,100,15,1,0,8,0,0,0.282,0.089,0.222,0.109,0.366,0.369,0.391,0.338,116,-2.7,6.2,1.2,"MIN","1B",176,0.391111111111111,0.446700507614213
"58",2023,"Alec Burleson","STL",107,315,347,77,48,20,1,8,34,36,23,0,45,3,2,1,13,3,1,0.244,0.066,0.13,0.146,0.261,0.3,0.39,0.3,89,-4.7,-9.5,-0.9,"STL","1B",174,0.501440922190202,0.552380952380952
"59",2023,"Anthony Rizzo","NYY",99,373,421,91,65,14,0,12,45,41,35,1,97,12,1,0,10,0,3,0.244,0.083,0.23,0.134,0.298,0.328,0.378,0.312,100,-3.6,-3.8,0.9,"NYY","1B",166,0.394299287410926,0.445040214477212
"60",2023,"Cavan Biggio","TOR",111,289,338,68,47,12,0,9,54,40,40,0,88,7,2,0,0,5,2,0.235,0.118,0.26,0.135,0.304,0.34,0.37,0.318,103,2.2,3.3,1,"TOR","1B",158,0.467455621301775,0.546712802768166
"61",2023,"Mike Moustakas","2 Tms",112,352,386,87,60,15,0,12,43,48,23,1,95,3,8,0,7,0,0,0.247,0.06,0.246,0.145,0.296,0.293,0.392,0.294,77,-1.3,-11.9,-0.4,"2 Tms","1B",158,0.409326424870466,0.448863636363636
"62",2023,"Seth Brown","OAK",112,343,378,76,42,19,1,14,33,52,30,1,101,2,2,1,6,3,1,0.222,0.079,0.267,0.184,0.27,0.286,0.405,0.298,92,-1.8,-5.4,0,"OAK","1B",157,0.415343915343915,0.457725947521866
"63",2023,"Yuli Gurriel","MIA",108,298,329,73,50,16,3,4,32,27,26,3,44,1,4,0,13,4,0,0.245,0.079,0.134,0.114,0.272,0.304,0.359,0.287,77,-0.4,-9.8,-0.5,"MIA","1B",155,0.47112462006079,0.520134228187919
"64",2023,"Alex Kirilloff","MIN",88,281,319,76,50,14,1,11,35,41,28,1,80,7,3,0,2,1,0,0.27,0.088,0.251,0.174,0.337,0.348,0.445,0.343,120,0.8,8.4,0.8,"MIN","1B",151,0.473354231974922,0.537366548042705
"65",2023,"Ramón Urías","BAL",116,360,396,95,66,22,3,4,45,42,27,0,101,8,1,0,10,3,1,0.264,0.068,0.255,0.111,0.355,0.328,0.375,0.31,99,0.7,0,0.8,"BAL","1B",151,0.381313131313131,0.419444444444444
"66",2023,"Vinnie Pasquantino","KCR",61,231,260,57,31,17,0,9,24,26,25,2,31,2,1,0,7,0,0,0.247,0.096,0.119,0.19,0.25,0.324,0.437,0.327,103,-2.7,-1.7,0,"KCR","1B",147,0.565384615384615,0.636363636363636
